70	49
70	131
118	71
118	101
8	30
8	95
112	18
112	50
55	130
55	134
92	131
92	133
110	33
79	3
79	51
97	73
97	119
90	35
90	98
90	128
99	22
99	42
35	72
35	90
18	22
18	112
80	95
80	107
46	105
46	108
41	59
41	117
137	58
137	138
119	38
119	97
136	75
136	126
6	39
49	34
49	70
34	26
34	49
34	54
34	59
34	134
17	105
17	115
111	54
111	85
42	30
42	99
88	39
88	96
115	17
115	104
61	44
61	95
37	36
37	133
134	34
134	55
134	64
134	104
32	50
47	21
47	124
28	10
28	15
73	15
73	97
51	29
51	79
78	69
78	89
98	44
98	90
5	2
5	12
5	100
5	113
33	2
33	110
124	47
124	107
101	118
128	26
128	90
128	104
128	129
132	23
132	84
66	71
66	85
77	31
77	57
77	75
77	138
89	78
89	139
12	5
117	41
117	94
117	95
117	121
84	82
84	132
69	78
69	94
126	103
126	136
63	10
63	130
130	3
130	26
130	55
130	63
106	11
106	48
10	28
10	63
11	106
11	127
105	17
105	31
105	46
105	86
104	29
104	115
104	128
104	134
44	52
44	61
44	98
44	102
44	121
1	57
1	64
59	34
59	41
52	44
52	113
138	77
138	137
100	5
100	21
129	102
129	128
96	54
96	88
48	106
38	14
38	119
30	8
30	42
26	34
26	72
26	128
26	130
29	51
29	86
29	104
58	36
58	137
133	37
133	82
133	92
123	108
123	127
139	89
57	1
57	77
72	26
72	35
131	70
131	92
21	47
21	100
71	66
71	118
75	77
75	136
113	5
113	52
94	69
94	117
3	79
3	130
15	28
15	73
39	6
39	88
64	1
64	134
82	84
82	133
108	46
108	123
127	11
127	123
95	8
95	61
95	80
95	117
121	44
121	117
22	18
22	99
14	38
31	77
31	105
86	29
86	105
50	32
50	112
102	44
102	129
2	5
2	33
23	103
23	132
36	37
36	58
103	23
103	126
85	66
85	111
54	34
54	96
54	111
107	80
107	124
